type,repo_name,actor_login,created_at,event
PushEvent,masalmon/monkeylearn,masalmon,2016-05-13T15:00:24Z,NA
PushEvent,masalmon/monkeylearn,masalmon,2016-05-15T16:42:00Z,NA
PushEvent,masalmon/monkeylearn,masalmon,2016-05-15T18:16:17Z,NA
IssueCommentEvent,masalmon/monkeylearn,masalmon,2016-05-15T14:56:49Z,"""created"""
IssuesEvent,masalmon/monkeylearn,masalmon,2016-05-15T18:16:17Z,"""closed"""
PushEvent,masalmon/monkeylearn,masalmon,2016-05-15T18:16:17Z,NA
IssueCommentEvent,masalmon/monkeylearn,masalmon,2016-05-15T14:56:49Z,"""created"""
IssuesEvent,masalmon/monkeylearn,masalmon,2016-05-15T18:16:17Z,"""closed"""
PushEvent,masalmon/monkeylearn,masalmon,2016-05-15T16:42:00Z,NA
IssueCommentEvent,ropensci/onboarding,masalmon,2016-05-17T17:43:27Z,"""created"""
IssuesEvent,masalmon/monkeylearn,masalmon,2016-05-17T13:25:28Z,"""opened"""
IssueCommentEvent,masalmon/monkeylearn,masalmon,2016-05-17T13:25:18Z,"""created"""
PushEvent,masalmon/monkeylearn,masalmon,2016-05-17T12:59:02Z,NA
IssueCommentEvent,openaq/openaq-api,masalmon,2016-05-17T08:38:35Z,"""created"""
PushEvent,masalmon/monkeylearn,masalmon,2016-05-17T14:48:40Z,NA
WatchEvent,ocsidlab/earthmap,masalmon,2016-05-17T08:33:29Z,"""started"""
PushEvent,masalmon/monkeylearn,masalmon,2016-05-17T13:09:49Z,NA
IssueCommentEvent,openaq/openaq-api,masalmon,2016-05-17T08:33:22Z,"""created"""
PushEvent,masalmon/monkeylearn,masalmon,2016-05-17T15:01:59Z,NA
IssuesEvent,masalmon/monkeylearn,masalmon,2016-05-17T13:25:18Z,"""closed"""
IssueCommentEvent,masalmon/monkeylearn,masalmon,2016-05-17T13:25:53Z,"""created"""
PushEvent,masalmon/monkeylearn,masalmon,2016-05-17T15:01:59Z,NA
IssuesEvent,masalmon/monkeylearn,masalmon,2016-05-17T13:25:18Z,"""closed"""
WatchEvent,ocsidlab/earthmap,masalmon,2016-05-17T08:33:29Z,"""started"""
IssueCommentEvent,openaq/openaq-api,masalmon,2016-05-17T08:33:22Z,"""created"""
PushEvent,masalmon/monkeylearn,masalmon,2016-05-17T12:59:02Z,NA
IssueCommentEvent,openaq/openaq-api,masalmon,2016-05-17T08:38:35Z,"""created"""
IssuesEvent,masalmon/monkeylearn,masalmon,2016-05-17T13:25:28Z,"""opened"""
IssueCommentEvent,masalmon/monkeylearn,masalmon,2016-05-17T13:25:18Z,"""created"""
IssueCommentEvent,ropensci/onboarding,masalmon,2016-05-17T17:43:27Z,"""created"""
PushEvent,masalmon/monkeylearn,masalmon,2016-05-17T14:48:40Z,NA
PushEvent,masalmon/monkeylearn,masalmon,2016-05-17T13:09:49Z,NA
IssueCommentEvent,masalmon/monkeylearn,masalmon,2016-05-17T13:25:53Z,"""created"""
IssuesEvent,RanaivosonHerimanitra/Sentinel,masalmon,2016-05-18T04:49:42Z,"""opened"""
PushEvent,masalmon/ammon,masalmon,2016-05-18T09:10:14Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-18T15:02:36Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-18T10:31:04Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-18T15:20:57Z,NA
PushEvent,masalmon/riem,masalmon,2016-05-18T10:46:05Z,NA
PushEvent,masalmon/riem,masalmon,2016-05-18T10:16:17Z,NA
IssuesEvent,masalmon/ammon,masalmon,2016-05-18T15:17:56Z,"""opened"""
PushEvent,masalmon/ammon,masalmon,2016-05-18T09:24:20Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-18T15:37:44Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-18T11:37:01Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-18T14:21:03Z,NA
IssueCommentEvent,richierocks/pathological,masalmon,2016-05-18T10:14:04Z,"""created"""
IssuesEvent,richierocks/pathological,masalmon,2016-05-18T09:22:16Z,"""opened"""
PushEvent,masalmon/ammon,masalmon,2016-05-18T14:29:12Z,NA
IssueCommentEvent,ropensci/onboarding,masalmon,2016-05-18T10:46:28Z,"""created"""
PushEvent,masalmon/ammon,masalmon,2016-05-18T10:57:00Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-18T14:45:12Z,NA
IssueCommentEvent,masalmon/ammon,masalmon,2016-05-18T15:12:01Z,"""created"""
PushEvent,masalmon/riem,masalmon,2016-05-18T10:32:54Z,NA
IssueCommentEvent,RanaivosonHerimanitra/Sentinel,masalmon,2016-05-18T07:01:18Z,"""created"""
PushEvent,masalmon/ammon,masalmon,2016-05-18T10:31:04Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-18T15:20:57Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-18T09:24:20Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-18T15:02:36Z,NA
IssuesEvent,richierocks/pathological,masalmon,2016-05-18T09:22:16Z,"""opened"""
PushEvent,masalmon/riem,masalmon,2016-05-18T10:16:17Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-18T11:37:01Z,NA
IssueCommentEvent,masalmon/ammon,masalmon,2016-05-18T15:12:01Z,"""created"""
PushEvent,masalmon/ammon,masalmon,2016-05-18T09:10:14Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-18T14:29:12Z,NA
IssueCommentEvent,ropensci/onboarding,masalmon,2016-05-18T10:46:28Z,"""created"""
IssuesEvent,masalmon/ammon,masalmon,2016-05-18T15:17:56Z,"""opened"""
PushEvent,masalmon/riem,masalmon,2016-05-18T10:32:54Z,NA
PushEvent,masalmon/riem,masalmon,2016-05-18T10:46:05Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-18T14:21:03Z,NA
IssueCommentEvent,richierocks/pathological,masalmon,2016-05-18T10:14:04Z,"""created"""
PushEvent,masalmon/ammon,masalmon,2016-05-18T15:37:44Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-18T10:57:00Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-18T14:45:12Z,NA
IssueCommentEvent,RanaivosonHerimanitra/Sentinel,masalmon,2016-05-18T07:01:18Z,"""created"""
IssuesEvent,masalmon/monkeylearn,masalmon,2016-05-19T08:34:51Z,"""closed"""
IssueCommentEvent,kbenoit/quanteda,masalmon,2016-05-19T09:03:16Z,"""created"""
IssuesEvent,ropenscilabs/geolocart,masalmon,2016-05-19T11:57:32Z,"""closed"""
IssueCommentEvent,ropenscilabs/geolocart,masalmon,2016-05-19T09:07:21Z,"""created"""
PushEvent,masalmon/monkeylearn,masalmon,2016-05-19T08:30:27Z,NA
IssuesEvent,masalmon/monkeylearn,masalmon,2016-05-19T08:30:27Z,"""closed"""
IssuesEvent,RanaivosonHerimanitra/Sentinel,masalmon,2016-05-18T04:49:42Z,"""opened"""
IssuesEvent,masalmon/geoparser,masalmon,2016-05-19T09:05:55Z,"""closed"""
PushEvent,masalmon/ammon,masalmon,2016-05-19T10:21:57Z,NA
IssuesEvent,ropensci/onboarding,masalmon,2016-05-19T08:44:28Z,"""opened"""
PushEvent,masalmon/monkeylearn,masalmon,2016-05-19T08:34:51Z,NA
IssuesEvent,ropenscilabs/geolocart,masalmon,2016-05-19T11:57:59Z,"""closed"""
IssuesEvent,ropenscilabs/geolocart,masalmon,2016-05-19T12:02:35Z,"""closed"""
IssueCommentEvent,ropenscilabs/geolocart,masalmon,2016-05-19T11:57:11Z,"""created"""
IssuesEvent,ropenscilabs/geolocart,masalmon,2016-05-19T12:02:52Z,"""closed"""
IssuesEvent,masalmon/geoparser,masalmon,2016-05-19T09:05:55Z,"""closed"""
IssueCommentEvent,kbenoit/quanteda,masalmon,2016-05-19T09:03:16Z,"""created"""
IssueCommentEvent,ropenscilabs/geolocart,masalmon,2016-05-19T11:57:11Z,"""created"""
IssuesEvent,masalmon/monkeylearn,masalmon,2016-05-19T08:30:27Z,"""closed"""
PushEvent,masalmon/monkeylearn,masalmon,2016-05-19T08:30:27Z,NA
PushEvent,masalmon/monkeylearn,masalmon,2016-05-19T08:34:51Z,NA
IssuesEvent,ropenscilabs/geolocart,masalmon,2016-05-19T12:02:35Z,"""closed"""
IssuesEvent,masalmon/monkeylearn,masalmon,2016-05-19T08:34:51Z,"""closed"""
IssuesEvent,ropenscilabs/geolocart,masalmon,2016-05-19T12:02:52Z,"""closed"""
IssuesEvent,ropensci/onboarding,masalmon,2016-05-19T08:44:28Z,"""opened"""
IssuesEvent,ropenscilabs/geolocart,masalmon,2016-05-19T11:57:32Z,"""closed"""
IssueCommentEvent,ropenscilabs/geolocart,masalmon,2016-05-19T09:07:21Z,"""created"""
PushEvent,masalmon/ammon,masalmon,2016-05-19T10:21:57Z,NA
IssuesEvent,ropenscilabs/geolocart,masalmon,2016-05-19T11:57:59Z,"""closed"""
PushEvent,masalmon/ammon,masalmon,2016-05-20T14:52:50Z,NA
CreateEvent,masalmon/who_aq_db,masalmon,2016-05-20T14:39:38Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-20T15:07:59Z,NA
IssuesEvent,masalmon/aqi_pdf,masalmon,2016-05-20T08:19:24Z,"""opened"""
PushEvent,masalmon/who_aq_db,masalmon,2016-05-20T16:14:19Z,NA
PushEvent,ropenscilabs/opencage,masalmon,2016-05-20T19:10:01Z,NA
IssuesEvent,masalmon/aqi_pdf,masalmon,2016-05-20T08:19:41Z,"""opened"""
PushEvent,masalmon/ammon,masalmon,2016-05-20T14:23:34Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-20T14:30:11Z,NA
PushEvent,masalmon/who_aq_db,masalmon,2016-05-20T19:43:16Z,NA
IssueCommentEvent,ropenscilabs/geolocart,masalmon,2016-05-20T07:16:57Z,"""created"""
PushEvent,masalmon/who_aq_db,masalmon,2016-05-20T14:58:20Z,NA
WatchEvent,wilsonfreitas/R-bizdays,masalmon,2016-05-20T08:09:57Z,"""started"""
PushEvent,masalmon/ammon,masalmon,2016-05-20T14:41:06Z,NA
PushEvent,masalmon/who_aq_db,masalmon,2016-05-20T15:52:47Z,NA
PushEvent,masalmon/who_aq_db,masalmon,2016-05-20T15:32:23Z,NA
CreateEvent,masalmon/who_aq_db,masalmon,2016-05-20T14:38:42Z,NA
PushEvent,masalmon/who_aq_db,masalmon,2016-05-20T16:14:19Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-20T14:52:50Z,NA
CreateEvent,masalmon/who_aq_db,masalmon,2016-05-20T14:39:38Z,NA
IssuesEvent,masalmon/aqi_pdf,masalmon,2016-05-20T08:19:41Z,"""opened"""
PushEvent,masalmon/who_aq_db,masalmon,2016-05-20T14:58:20Z,NA
PushEvent,masalmon/who_aq_db,masalmon,2016-05-20T15:52:47Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-20T14:30:11Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-20T14:23:34Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-20T14:41:06Z,NA
PushEvent,ropenscilabs/opencage,masalmon,2016-05-20T19:10:01Z,NA
PushEvent,masalmon/who_aq_db,masalmon,2016-05-20T19:43:16Z,NA
CreateEvent,masalmon/who_aq_db,masalmon,2016-05-20T14:38:42Z,NA
PushEvent,masalmon/ammon,masalmon,2016-05-20T15:07:59Z,NA
IssuesEvent,masalmon/aqi_pdf,masalmon,2016-05-20T08:19:24Z,"""opened"""
WatchEvent,wilsonfreitas/R-bizdays,masalmon,2016-05-20T08:09:57Z,"""started"""
IssueCommentEvent,ropenscilabs/geolocart,masalmon,2016-05-20T07:16:57Z,"""created"""
PushEvent,masalmon/who_aq_db,masalmon,2016-05-21T05:57:41Z,NA
PushEvent,masalmon/who_aq_db,masalmon,2016-05-21T05:56:31Z,NA
PushEvent,masalmon/who_aq_db,masalmon,2016-05-21T05:59:28Z,NA
PushEvent,masalmon/who_aq_db,masalmon,2016-05-21T06:24:10Z,NA
PushEvent,masalmon/who_aq_db,masalmon,2016-05-21T09:44:58Z,NA
PushEvent,masalmon/who_aq_db,masalmon,2016-05-20T15:32:23Z,NA
PushEvent,masalmon/who_aq_db,masalmon,2016-05-21T09:44:58Z,NA
PushEvent,masalmon/who_aq_db,masalmon,2016-05-21T05:56:31Z,NA
PushEvent,masalmon/who_aq_db,masalmon,2016-05-21T05:57:41Z,NA
PushEvent,masalmon/who_aq_db,masalmon,2016-05-21T05:59:28Z,NA
PushEvent,masalmon/who_aq_db,masalmon,2016-05-21T06:24:10Z,NA
IssueCommentEvent,ropensci/webservices,masalmon,2016-05-23T08:40:15Z,"""created"""
IssuesEvent,ropensci/webservices,masalmon,2016-05-23T08:38:48Z,"""opened"""
WatchEvent,pierucci/rgho,masalmon,2016-05-23T08:23:05Z,"""started"""
WatchEvent,shearer/samplesize,masalmon,2016-05-23T09:13:36Z,"""started"""
IssuesEvent,ropensci/webservices,masalmon,2016-05-23T08:41:05Z,"""closed"""
IssueCommentEvent,ropensci/webservices,masalmon,2016-05-23T08:41:05Z,"""created"""
IssuesEvent,ropensci/webservices,masalmon,2016-05-23T08:38:48Z,"""opened"""
IssueCommentEvent,ropensci/webservices,masalmon,2016-05-23T08:40:15Z,"""created"""
IssuesEvent,ropensci/webservices,masalmon,2016-05-23T08:41:05Z,"""closed"""
IssueCommentEvent,ropensci/webservices,masalmon,2016-05-23T08:41:05Z,"""created"""
WatchEvent,shearer/samplesize,masalmon,2016-05-23T09:13:36Z,"""started"""
WatchEvent,pierucci/rgho,masalmon,2016-05-23T08:23:05Z,"""started"""
PushEvent,masalmon/worldbank_data,masalmon,2016-05-24T08:37:08Z,NA
IssueCommentEvent,ropensci/onboarding,masalmon,2016-05-24T13:45:07Z,"""created"""
PushEvent,masalmon/worldbank_data,masalmon,2016-05-24T08:26:45Z,NA
WatchEvent,rstats-db/RSQLite,masalmon,2016-05-24T08:37:33Z,"""started"""
CreateEvent,masalmon/worldbank_data,masalmon,2016-05-24T08:19:49Z,NA
CreateEvent,masalmon/worldbank_data,masalmon,2016-05-24T08:23:37Z,NA
PushEvent,masalmon/worldbank_data,masalmon,2016-05-24T08:26:45Z,NA
WatchEvent,rstats-db/RSQLite,masalmon,2016-05-24T08:37:33Z,"""started"""
CreateEvent,masalmon/worldbank_data,masalmon,2016-05-24T08:23:37Z,NA
CreateEvent,masalmon/worldbank_data,masalmon,2016-05-24T08:19:49Z,NA
PushEvent,masalmon/worldbank_data,masalmon,2016-05-24T08:37:08Z,NA
IssueCommentEvent,ropensci/onboarding,masalmon,2016-05-24T13:45:07Z,"""created"""
PushEvent,masalmon/riem,masalmon,2016-05-25T08:32:16Z,NA
PushEvent,ropenscilabs/riem,masalmon,2016-05-25T12:57:54Z,NA
PushEvent,masalmon/riem,masalmon,2016-05-25T12:29:40Z,NA
PushEvent,ropenscilabs/riem,masalmon,2016-05-25T12:56:14Z,NA
IssuesEvent,ropensci/onboarding,masalmon,2016-05-25T13:20:00Z,"""closed"""
PushEvent,masalmon/riem,masalmon,2016-05-25T08:25:13Z,NA
IssueCommentEvent,ropensci/onboarding,masalmon,2016-05-25T08:28:51Z,"""created"""
PushEvent,ropenscilabs/riem,masalmon,2016-05-25T13:02:01Z,NA
PushEvent,masalmon/riem,masalmon,2016-05-25T08:33:46Z,NA
IssueCommentEvent,ropensci/onboarding,masalmon,2016-05-25T08:53:57Z,"""created"""
PushEvent,ropenscilabs/riem,masalmon,2016-05-25T13:09:11Z,NA
IssueCommentEvent,ropensci/onboarding,masalmon,2016-05-25T08:27:48Z,"""created"""
IssueCommentEvent,ropensci/onboarding,masalmon,2016-05-25T08:48:06Z,"""created"""
PushEvent,ropenscilabs/riem,masalmon,2016-05-25T13:05:20Z,NA
PushEvent,ropenscilabs/riem,masalmon,2016-05-25T12:57:54Z,NA
PushEvent,masalmon/riem,masalmon,2016-05-25T08:32:16Z,NA
IssueCommentEvent,ropensci/onboarding,masalmon,2016-05-25T08:48:06Z,"""created"""
PushEvent,masalmon/riem,masalmon,2016-05-25T08:33:46Z,NA
IssueCommentEvent,ropensci/onboarding,masalmon,2016-05-25T08:28:51Z,"""created"""
IssueCommentEvent,ropensci/onboarding,masalmon,2016-05-25T08:27:48Z,"""created"""
PushEvent,masalmon/riem,masalmon,2016-05-25T12:29:40Z,NA
PushEvent,ropenscilabs/riem,masalmon,2016-05-25T13:05:20Z,NA
IssuesEvent,ropensci/onboarding,masalmon,2016-05-25T13:20:00Z,"""closed"""
PushEvent,ropenscilabs/riem,masalmon,2016-05-25T13:02:01Z,NA
PushEvent,masalmon/riem,masalmon,2016-05-25T08:25:13Z,NA
PushEvent,ropenscilabs/riem,masalmon,2016-05-25T13:09:11Z,NA
IssueCommentEvent,ropensci/onboarding,masalmon,2016-05-25T08:53:57Z,"""created"""
PushEvent,ropenscilabs/riem,masalmon,2016-05-25T12:56:14Z,NA
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-26T08:11:06Z,"""created"""
PushEvent,ropenscilabs/ropenaq,masalmon,2016-05-26T07:58:08Z,NA
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-26T08:24:39Z,"""created"""
IssueCommentEvent,openaq/openaq-fetch,masalmon,2016-05-26T08:51:48Z,"""created"""
PushEvent,masalmon/openaq_figures,masalmon,2016-05-26T08:09:58Z,NA
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-26T08:27:51Z,"""created"""
PushEvent,masalmon/openaq_figures,masalmon,2016-05-26T08:23:35Z,NA
IssuesEvent,openaq/openaq-fetch,masalmon,2016-05-26T08:42:57Z,"""opened"""
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-26T08:04:59Z,"""created"""
PushEvent,ropenscilabs/ropenaq,masalmon,2016-05-26T08:55:58Z,NA
IssueCommentEvent,openaq/openaq-fetch,masalmon,2016-05-26T09:24:59Z,"""created"""
IssueCommentEvent,openaq/openaq-fetch,masalmon,2016-05-26T09:23:12Z,"""created"""
IssueCommentEvent,openaq/openaq-fetch,masalmon,2016-05-26T09:05:36Z,"""created"""
IssuesEvent,openaq/openaq-fetch,masalmon,2016-05-26T08:39:55Z,"""opened"""
IssuesEvent,openaq/openaq-fetch,masalmon,2016-05-26T08:39:55Z,"""opened"""
PushEvent,masalmon/openaq_figures,masalmon,2016-05-26T08:09:58Z,NA
PushEvent,masalmon/openaq_figures,masalmon,2016-05-26T08:23:35Z,NA
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-26T08:24:39Z,"""created"""
IssuesEvent,openaq/openaq-fetch,masalmon,2016-05-26T08:42:57Z,"""opened"""
IssueCommentEvent,openaq/openaq-fetch,masalmon,2016-05-26T09:23:12Z,"""created"""
IssueCommentEvent,openaq/openaq-fetch,masalmon,2016-05-26T08:51:48Z,"""created"""
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-26T08:04:59Z,"""created"""
PushEvent,ropenscilabs/ropenaq,masalmon,2016-05-26T07:58:08Z,NA
IssueCommentEvent,openaq/openaq-fetch,masalmon,2016-05-26T09:24:59Z,"""created"""
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-26T08:27:51Z,"""created"""
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-26T08:11:06Z,"""created"""
PushEvent,ropenscilabs/ropenaq,masalmon,2016-05-26T08:55:58Z,NA
IssueCommentEvent,openaq/openaq-fetch,masalmon,2016-05-26T09:05:36Z,"""created"""
PushEvent,masalmon/openaq_figures,masalmon,2016-05-27T08:51:08Z,NA
PushEvent,ropenscilabs/ropenaq,masalmon,2016-05-27T09:33:57Z,NA
PushEvent,masalmon/openaq_figures,masalmon,2016-05-27T08:48:55Z,NA
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-27T08:26:04Z,"""created"""
PushEvent,masalmon/openaq_figures,masalmon,2016-05-27T08:58:06Z,NA
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-27T08:50:01Z,"""created"""
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-27T08:58:23Z,"""created"""
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-27T08:58:23Z,"""created"""
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-27T08:26:04Z,"""created"""
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-27T08:50:01Z,"""created"""
PushEvent,masalmon/openaq_figures,masalmon,2016-05-27T08:48:55Z,NA
PushEvent,masalmon/openaq_figures,masalmon,2016-05-27T08:51:08Z,NA
PushEvent,ropenscilabs/riem,masalmon,2016-05-28T09:36:31Z,NA
PushEvent,ropenscilabs/riem,masalmon,2016-05-28T14:04:15Z,NA
PushEvent,masalmon/openaq_figures,masalmon,2016-05-27T08:58:06Z,NA
PushEvent,ropenscilabs/ropenaq,masalmon,2016-05-27T09:33:57Z,NA
PushEvent,ropenscilabs/riem,masalmon,2016-05-28T14:04:15Z,NA
PushEvent,ropenscilabs/riem,masalmon,2016-05-28T09:36:31Z,NA
IssuesEvent,openaq/openaq-fetch,masalmon,2016-05-30T10:47:34Z,"""opened"""
IssueCommentEvent,openaq/openaq-fetch,masalmon,2016-05-30T10:48:38Z,"""created"""
IssueCommentEvent,openaq/openaq-fetch,masalmon,2016-05-30T10:48:38Z,"""created"""
IssuesEvent,openaq/openaq-fetch,masalmon,2016-05-30T10:47:34Z,"""opened"""
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-31T10:35:04Z,"""created"""
PushEvent,masalmon/openaq_figures,masalmon,2016-05-31T10:33:05Z,NA
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-31T10:34:10Z,"""created"""
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-31T10:38:50Z,"""created"""
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-31T10:42:14Z,"""created"""
WatchEvent,robjhyndman/forecast,masalmon,2016-05-31T14:26:47Z,"""started"""
PushEvent,masalmon/openaq_figures,masalmon,2016-05-31T10:38:39Z,NA
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-31T10:42:14Z,"""created"""
PushEvent,masalmon/openaq_figures,masalmon,2016-05-31T10:38:39Z,NA
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-31T10:38:50Z,"""created"""
WatchEvent,robjhyndman/forecast,masalmon,2016-05-31T14:26:47Z,"""started"""
PushEvent,masalmon/openaq_figures,masalmon,2016-05-31T10:33:05Z,NA
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-31T10:34:10Z,"""created"""
IssueCommentEvent,masalmon/openaq_figures,masalmon,2016-05-31T10:35:04Z,"""created"""
PushEvent,masalmon/duststorm,masalmon,2016-06-02T08:20:26Z,NA
CreateEvent,masalmon/duststorm,masalmon,2016-06-02T08:19:17Z,NA
WatchEvent,expersso/OECD,masalmon,2016-06-02T08:05:20Z,"""started"""
IssuesEvent,masalmon/duststorm,masalmon,2016-06-02T08:23:01Z,"""opened"""
WatchEvent,expersso/OECD,masalmon,2016-06-02T08:05:20Z,"""started"""
PushEvent,masalmon/duststorm,masalmon,2016-06-02T08:20:26Z,NA
CreateEvent,masalmon/duststorm,masalmon,2016-06-02T08:19:17Z,NA
IssuesEvent,masalmon/duststorm,masalmon,2016-06-02T08:23:01Z,"""opened"""
IssuesEvent,openaq/openaq-fetch,masalmon,2016-06-03T09:56:26Z,"""opened"""
WatchEvent,ceresc/french-cities-names,masalmon,2016-06-03T08:49:55Z,"""started"""
WatchEvent,ceresc/french-cities-names,masalmon,2016-06-03T08:49:55Z,"""started"""
IssuesEvent,openaq/openaq-fetch,masalmon,2016-06-03T09:56:26Z,"""opened"""
WatchEvent,ropensci/EML,masalmon,2016-06-06T11:14:59Z,"""started"""
IssuesEvent,openaq/openaq-api,masalmon,2016-06-06T14:53:53Z,"""opened"""
WatchEvent,ropensci/EML,masalmon,2016-06-06T11:14:59Z,"""started"""
IssuesEvent,openaq/openaq-api,masalmon,2016-06-06T14:53:53Z,"""opened"""
PushEvent,masalmon/usaqmindia,masalmon,2016-06-07T08:53:30Z,NA
PushEvent,masalmon/usaqmindia,masalmon,2016-06-07T08:53:30Z,NA
IssuesEvent,ropenscilabs/riem,masalmon,2016-06-09T10:11:03Z,"""closed"""
PushEvent,ropenscilabs/riem,masalmon,2016-06-09T09:19:33Z,NA
IssuesEvent,ropenscilabs/riem,masalmon,2016-06-09T09:10:17Z,"""opened"""
IssuesEvent,ropenscilabs/riem,masalmon,2016-06-09T09:20:31Z,"""closed"""
IssueCommentEvent,ropenscilabs/riem,masalmon,2016-06-09T09:20:31Z,"""created"""
IssueCommentEvent,ropenscilabs/riem,masalmon,2016-06-09T10:11:03Z,"""created"""
CreateEvent,ropenscilabs/riem,masalmon,2016-06-09T09:18:10Z,NA
IssueCommentEvent,ropenscilabs/riem,masalmon,2016-06-09T09:20:31Z,"""created"""
IssuesEvent,ropenscilabs/riem,masalmon,2016-06-09T10:11:03Z,"""closed"""
PushEvent,ropenscilabs/riem,masalmon,2016-06-09T09:19:33Z,NA
IssuesEvent,ropenscilabs/riem,masalmon,2016-06-09T09:10:17Z,"""opened"""
IssuesEvent,ropenscilabs/riem,masalmon,2016-06-09T09:20:31Z,"""closed"""
IssueCommentEvent,ropenscilabs/riem,masalmon,2016-06-09T10:11:03Z,"""created"""
CreateEvent,ropenscilabs/riem,masalmon,2016-06-09T09:18:10Z,NA
PushEvent,masalmon/geoparser,masalmon,2016-06-10T11:58:41Z,NA
PushEvent,masalmon/geoparser,masalmon,2016-06-10T12:47:29Z,NA
PushEvent,masalmon/geoparser,masalmon,2016-06-10T14:21:51Z,NA
PushEvent,masalmon/geoparser,masalmon,2016-06-10T08:01:34Z,NA
PushEvent,masalmon/geoparser,masalmon,2016-06-10T13:08:14Z,NA
PushEvent,masalmon/geoparser,masalmon,2016-06-10T10:56:10Z,NA
PullRequestEvent,masalmon/geoparser,masalmon,2016-06-10T14:21:51Z,"""closed"""
PushEvent,masalmon/geoparser,masalmon,2016-06-10T13:00:13Z,NA
IssueCommentEvent,masalmon/geoparser,masalmon,2016-06-10T14:21:14Z,"""created"""
IssueCommentEvent,ropensci/onboarding,masalmon,2016-06-10T07:41:39Z,"""created"""
PushEvent,masalmon/geoparser,masalmon,2016-06-10T12:18:27Z,NA
PushEvent,masalmon/geoparser,masalmon,2016-06-10T09:04:07Z,NA
PushEvent,masalmon/geoparser,masalmon,2016-06-10T09:02:08Z,NA
IssueCommentEvent,ropensci/onboarding,masalmon,2016-06-10T13:26:08Z,"""created"""
PushEvent,masalmon/geoparser,masalmon,2016-06-10T12:58:32Z,NA
IssueCommentEvent,masalmon/geoparser,masalmon,2016-06-10T08:00:38Z,"""created"""
PushEvent,masalmon/geoparser,masalmon,2016-06-10T12:00:11Z,NA
PullRequestEvent,masalmon/geoparser,masalmon,2016-06-10T08:01:34Z,"""closed"""
PushEvent,masalmon/geoparser,masalmon,2016-06-10T11:58:41Z,NA
PushEvent,masalmon/geoparser,masalmon,2016-06-10T12:47:29Z,NA
PushEvent,masalmon/geoparser,masalmon,2016-06-10T14:21:51Z,NA
PushEvent,masalmon/geoparser,masalmon,2016-06-10T10:56:10Z,NA
PullRequestEvent,masalmon/geoparser,masalmon,2016-06-10T14:21:51Z,"""closed"""
PullRequestEvent,masalmon/geoparser,masalmon,2016-06-10T08:01:34Z,"""closed"""
IssueCommentEvent,ropensci/onboarding,masalmon,2016-06-10T07:41:39Z,"""created"""
PushEvent,masalmon/geoparser,masalmon,2016-06-10T13:00:13Z,NA
IssueCommentEvent,masalmon/geoparser,masalmon,2016-06-10T14:21:14Z,"""created"""
PushEvent,masalmon/geoparser,masalmon,2016-06-10T13:08:14Z,NA
